fromNode,fromLon,fromLat,toNode,toLon,toLat,weight
Mankono,-6.18272,8.05669,Tiassalé,-4.76305,5.86529,9811
Mankono,-6.18272,8.05669,Dimbokro,-4.71218,6.66604,24781
Mankono,-6.18272,8.05669,Duékoué,-7.37356,6.74746,4406
Mankono,-6.18272,8.05669,Ferkessédougou,-5.18851,9.61638,15300
Mankono,-6.18272,8.05669,Bouaflé,-5.75333,6.98814,45122
Mankono,-6.18272,8.05669,Oumé,-5.42403,6.37948,26679
Mankono,-6.18272,8.05669,Bongouanou,-4.28993,6.70145,27723
Mankono,-6.18272,8.05669,Bouna,-3.00774,9.26474,4160
Mankono,-6.18272,8.05669,Daoukro,-3.95791,7.06798,9738
Mankono,-6.18272,8.05669,Abidjan,-4.01619,5.35806,500741
Mankono,-6.18272,8.05669,Soubré,-6.61003,5.78716,50319
Mankono,-6.18272,8.05669,Odienné,-7.56496,9.50707,17925
Mankono,-6.18272,8.05669,Korhogo,-5.63851,9.46045,39830
Mankono,-6.18272,8.05669,Dabakala,-4.42611,8.36482,2814
Mankono,-6.18272,8.05669,Adzopé,-3.85683,6.10201,12134
Aboisso,-3.21777,5.46663,Mankono,-6.18272,8.05669,18836
Aboisso,-3.21777,5.46663,Sakassou,-5.29125,7.45502,6125
Aboisso,-3.21777,5.46663,Abengourou,-3.48846,6.73033,223341
Aboisso,-3.21777,5.46663,Bondoukou,-2.79431,8.03786,61028
Aboisso,-3.21777,5.46663,Agnibilékrou,-3.20092,7.12627,34486
Aboisso,-3.21777,5.46663,Biankouma,-7.61199,7.7302,10257
Aboisso,-3.21777,5.46663,Lakota,-5.6824,5.85397,21666
Aboisso,-3.21777,5.46663,Abidjan,-4.01619,5.35806,3273384
Aboisso,-3.21777,5.46663,Bouaké,-5.03057,7.69053,175935
Aboisso,-3.21777,5.46663,Agboville,-4.23258,5.94306,54349
Aboisso,-3.21777,5.46663,Séguéla,-6.66878,7.9727,39116
Aboisso,-3.21777,5.46663,Divo,-5.3488,5.83568,95457
Aboisso,-3.21777,5.46663,Guiglo,-7.50574,6.54414,85404
Aboisso,-3.21777,5.46663,Danané,-8.15638,7.25993,22823
Aboisso,-3.21777,5.46663,San-Pédro,-6.64697,4.78201,394273
Aboisso,-3.21777,5.46663,Grand-Lahou,-5.01351,5.27612,13640
Aboisso,-3.21777,5.46663,Boundiali,-6.48503,9.52319,17892
Aboisso,-3.21777,5.46663,Sassandra,-6.07215,5.24013,140263
Aboisso,-3.21777,5.46663,Gagnoa,-5.94911,6.12607,168495
Aboisso,-3.21777,5.46663,Zuénoula,-6.04692,7.42862,21366
Aboisso,-3.21777,5.46663,Sinfra,-5.60494,6.65109,24596
Aboisso,-3.21777,5.46663,Touba,-7.6801,8.28373,46798
Aboisso,-3.21777,5.46663,Tanda,-3.16623,7.79708,39389
Aboisso,-3.21777,5.46663,Béoumi,-5.57956,7.67321,12503
Aboisso,-3.21777,5.46663,Mbahiakro,-4.33814,7.4528,18967
Aboisso,-3.21777,5.46663,Issia,-6.58969,6.48765,51948
Aboisso,-3.21777,5.46663,Yamoussoukro,-5.28043,6.82171,380725
Aboisso,-3.21777,5.46663,Man,-7.55206,7.40854,84060
Aboisso,-3.21777,5.46663,Tabou,-7.35449,4.42302,18169
Aboisso,-3.21777,5.46663,Toumodi,-5.01937,6.55231,139834
Aboisso,-3.21777,5.46663,Tengréla,-6.40946,10.48666,5826
Aboisso,-3.21777,5.46663,Bangolo,-7.48992,7.01069,4536
Aboisso,-3.21777,5.46663,Vavoua,-6.52003,7.60752,34239
Aboisso,-3.21777,5.46663,Katiola,-5.10431,8.14015,15222
Aboisso,-3.21777,5.46663,Tiassalé,-4.76305,5.86529,37466
Aboisso,-3.21777,5.46663,Bouna,-3.00774,9.26474,13859
Aboisso,-3.21777,5.46663,Dimbokro,-4.71218,6.66604,45288
Aboisso,-3.21777,5.46663,Duékoué,-7.37356,6.74746,30413
Aboisso,-3.21777,5.46663,Bouaflé,-5.75333,6.98814,72648
Aboisso,-3.21777,5.46663,Oumé,-5.42403,6.37948,85927
Aboisso,-3.21777,5.46663,Bongouanou,-4.28993,6.70145,232558
Aboisso,-3.21777,5.46663,Ferkessédougou,-5.18851,9.61638,70886
Aboisso,-3.21777,5.46663,Daoukro,-3.95791,7.06798,36911
Aboisso,-3.21777,5.46663,Daloa,-6.44747,6.88647,169547
Aboisso,-3.21777,5.46663,Soubré,-6.61003,5.78716,265495
Aboisso,-3.21777,5.46663,Odienné,-7.56496,9.50707,62097
Aboisso,-3.21777,5.46663,Korhogo,-5.63851,9.46045,49031
Aboisso,-3.21777,5.46663,Dabakala,-4.42611,8.36482,33062
Aboisso,-3.21777,5.46663,Adzopé,-3.85683,6.10201,125966
Abengourou,-3.48846,6.73033,Mankono,-6.18272,8.05669,34804
Abengourou,-3.48846,6.73033,Aboisso,-3.21777,5.46663,228898
Abengourou,-3.48846,6.73033,Bondoukou,-2.79431,8.03786,142708
Abengourou,-3.48846,6.73033,Agnibilékrou,-3.20092,7.12627,188918
Abengourou,-3.48846,6.73033,Biankouma,-7.61199,7.7302,23104
Abengourou,-3.48846,6.73033,Lakota,-5.6824,5.85397,195744
Abengourou,-3.48846,6.73033,Bouaké,-5.03057,7.69053,121160
Abengourou,-3.48846,6.73033,Abidjan,-4.01619,5.35806,3256675
Abengourou,-3.48846,6.73033,Sakassou,-5.29125,7.45502,4711
Abengourou,-3.48846,6.73033,Agboville,-4.23258,5.94306,102769
Abengourou,-3.48846,6.73033,Séguéla,-6.66878,7.9727,83980
Abengourou,-3.48846,6.73033,Divo,-5.3488,5.83568,77909
Abengourou,-3.48846,6.73033,Guiglo,-7.50574,6.54414,153652
Abengourou,-3.48846,6.73033,Danané,-8.15638,7.25993,37896
Abengourou,-3.48846,6.73033,San-Pédro,-6.64697,4.78201,110411
Abengourou,-3.48846,6.73033,Grand-Lahou,-5.01351,5.27612,11981
Abengourou,-3.48846,6.73033,Boundiali,-6.48503,9.52319,28132
Abengourou,-3.48846,6.73033,Sassandra,-6.07215,5.24013,29751
Abengourou,-3.48846,6.73033,Gagnoa,-5.94911,6.12607,58276
Abengourou,-3.48846,6.73033,Zuénoula,-6.04692,7.42862,58349
Abengourou,-3.48846,6.73033,Sinfra,-5.60494,6.65109,22421
Abengourou,-3.48846,6.73033,Touba,-7.6801,8.28373,61728
Abengourou,-3.48846,6.73033,Tanda,-3.16623,7.79708,60661
Abengourou,-3.48846,6.73033,Béoumi,-5.57956,7.67321,23184
Abengourou,-3.48846,6.73033,Mbahiakro,-4.33814,7.4528,15254
Abengourou,-3.48846,6.73033,Issia,-6.58969,6.48765,45386
Abengourou,-3.48846,6.73033,Yamoussoukro,-5.28043,6.82171,197628
Abengourou,-3.48846,6.73033,Man,-7.55206,7.40854,80739
Abengourou,-3.48846,6.73033,Tabou,-7.35449,4.42302,10515
Abengourou,-3.48846,6.73033,Toumodi,-5.01937,6.55231,54622
Abengourou,-3.48846,6.73033,Tengréla,-6.40946,10.48666,12952
Abengourou,-3.48846,6.73033,Bangolo,-7.48992,7.01069,3310
Abengourou,-3.48846,6.73033,Vavoua,-6.52003,7.60752,30315
Abengourou,-3.48846,6.73033,Katiola,-5.10431,8.14015,24262
Abengourou,-3.48846,6.73033,Tiassalé,-4.76305,5.86529,308581
Abengourou,-3.48846,6.73033,Dimbokro,-4.71218,6.66604,116887
Abengourou,-3.48846,6.73033,Duékoué,-7.37356,6.74746,14962
Abengourou,-3.48846,6.73033,Bouaflé,-5.75333,6.98814,79401
Abengourou,-3.48846,6.73033,Oumé,-5.42403,6.37948,21995
Abengourou,-3.48846,6.73033,Bongouanou,-4.28993,6.70145,242059
Abengourou,-3.48846,6.73033,Ferkessédougou,-5.18851,9.61638,72571
Abengourou,-3.48846,6.73033,Daoukro,-3.95791,7.06798,42308
Abengourou,-3.48846,6.73033,Daloa,-6.44747,6.88647,150371
Abengourou,-3.48846,6.73033,Soubré,-6.61003,5.78716,540225
Abengourou,-3.48846,6.73033,Bouna,-3.00774,9.26474,23515
Abengourou,-3.48846,6.73033,Odienné,-7.56496,9.50707,58243
Abengourou,-3.48846,6.73033,Korhogo,-5.63851,9.46045,193468
Abengourou,-3.48846,6.73033,Dabakala,-4.42611,8.36482,10368
Abengourou,-3.48846,6.73033,Adzopé,-3.85683,6.10201,284037
Bondoukou,-2.79431,8.03786,Mankono,-6.18272,8.05669,49454
Bondoukou,-2.79431,8.03786,Aboisso,-3.21777,5.46663,60193
Bondoukou,-2.79431,8.03786,Abengourou,-3.48846,6.73033,133291
Bondoukou,-2.79431,8.03786,Séguéla,-6.66878,7.9727,38580
Bondoukou,-2.79431,8.03786,Agnibilékrou,-3.20092,7.12627,45526
Bondoukou,-2.79431,8.03786,Biankouma,-7.61199,7.7302,56137
Bondoukou,-2.79431,8.03786,Lakota,-5.6824,5.85397,36285
Bondoukou,-2.79431,8.03786,Bouaké,-5.03057,7.69053,100267
Bondoukou,-2.79431,8.03786,Daloa,-6.44747,6.88647,155043
Bondoukou,-2.79431,8.03786,Sakassou,-5.29125,7.45502,3861
Bondoukou,-2.79431,8.03786,Agboville,-4.23258,5.94306,139322
Bondoukou,-2.79431,8.03786,Tengréla,-6.40946,10.48666,12284
Bondoukou,-2.79431,8.03786,Divo,-5.3488,5.83568,76116
Bondoukou,-2.79431,8.03786,Guiglo,-7.50574,6.54414,18489
Bondoukou,-2.79431,8.03786,Danané,-8.15638,7.25993,26386
Bondoukou,-2.79431,8.03786,San-Pédro,-6.64697,4.78201,418433
Bondoukou,-2.79431,8.03786,Grand-Lahou,-5.01351,5.27612,7625
Bondoukou,-2.79431,8.03786,Boundiali,-6.48503,9.52319,46380
Bondoukou,-2.79431,8.03786,Sassandra,-6.07215,5.24013,26661
Bondoukou,-2.79431,8.03786,Gagnoa,-5.94911,6.12607,46559
Bondoukou,-2.79431,8.03786,Zuénoula,-6.04692,7.42862,7777
Bondoukou,-2.79431,8.03786,Sinfra,-5.60494,6.65109,25171
Bondoukou,-2.79431,8.03786,Touba,-7.6801,8.28373,19165
Bondoukou,-2.79431,8.03786,Tanda,-3.16623,7.79708,121203
Bondoukou,-2.79431,8.03786,Béoumi,-5.57956,7.67321,14772
Bondoukou,-2.79431,8.03786,Mbahiakro,-4.33814,7.4528,24919
Bondoukou,-2.79431,8.03786,Issia,-6.58969,6.48765,35476
Bondoukou,-2.79431,8.03786,Yamoussoukro,-5.28043,6.82171,341969
Bondoukou,-2.79431,8.03786,Man,-7.55206,7.40854,46024
Bondoukou,-2.79431,8.03786,Tabou,-7.35449,4.42302,25380
Bondoukou,-2.79431,8.03786,Toumodi,-5.01937,6.55231,29996
Bondoukou,-2.79431,8.03786,Bangolo,-7.48992,7.01069,2763
Bondoukou,-2.79431,8.03786,Vavoua,-6.52003,7.60752,21960
Bondoukou,-2.79431,8.03786,Katiola,-5.10431,8.14015,50881
Bondoukou,-2.79431,8.03786,Tiassalé,-4.76305,5.86529,39271
Bondoukou,-2.79431,8.03786,Dimbokro,-4.71218,6.66604,32129
Bondoukou,-2.79431,8.03786,Duékoué,-7.37356,6.74746,10262
Bondoukou,-2.79431,8.03786,Bouaflé,-5.75333,6.98814,47383
Bondoukou,-2.79431,8.03786,Oumé,-5.42403,6.37948,37565
Bondoukou,-2.79431,8.03786,Bongouanou,-4.28993,6.70145,82117
Bondoukou,-2.79431,8.03786,Ferkessédougou,-5.18851,9.61638,97380
Bondoukou,-2.79431,8.03786,Daoukro,-3.95791,7.06798,67609
Bondoukou,-2.79431,8.03786,Adzopé,-3.85683,6.10201,61871
Bondoukou,-2.79431,8.03786,Abidjan,-4.01619,5.35806,2156601
Bondoukou,-2.79431,8.03786,Bouna,-3.00774,9.26474,26723
Bondoukou,-2.79431,8.03786,Odienné,-7.56496,9.50707,30526
Bondoukou,-2.79431,8.03786,Korhogo,-5.63851,9.46045,55252
Bondoukou,-2.79431,8.03786,Dabakala,-4.42611,8.36482,10262
Bondoukou,-2.79431,8.03786,Soubré,-6.61003,5.78716,208120
Agnibilékrou,-3.20092,7.12627,Mankono,-6.18272,8.05669,39538
Agnibilékrou,-3.20092,7.12627,Aboisso,-3.21777,5.46663,35451
Agnibilékrou,-3.20092,7.12627,Abengourou,-3.48846,6.73033,202753
Agnibilékrou,-3.20092,7.12627,Séguéla,-6.66878,7.9727,8750
Agnibilékrou,-3.20092,7.12627,Bondoukou,-2.79431,8.03786,46578
Agnibilékrou,-3.20092,7.12627,Biankouma,-7.61199,7.7302,5936
Agnibilékrou,-3.20092,7.12627,Lakota,-5.6824,5.85397,12109
Agnibilékrou,-3.20092,7.12627,Bouaké,-5.03057,7.69053,62784
Agnibilékrou,-3.20092,7.12627,Abidjan,-4.01619,5.35806,827976
Agnibilékrou,-3.20092,7.12627,Sakassou,-5.29125,7.45502,1307
Agnibilékrou,-3.20092,7.12627,Agboville,-4.23258,5.94306,28517
Agnibilékrou,-3.20092,7.12627,Tengréla,-6.40946,10.48666,34135
Agnibilékrou,-3.20092,7.12627,Divo,-5.3488,5.83568,19696
Agnibilékrou,-3.20092,7.12627,Guiglo,-7.50574,6.54414,11609
Agnibilékrou,-3.20092,7.12627,Danané,-8.15638,7.25993,5185
Agnibilékrou,-3.20092,7.12627,San-Pédro,-6.64697,4.78201,29662
Agnibilékrou,-3.20092,7.12627,Grand-Lahou,-5.01351,5.27612,2843
Agnibilékrou,-3.20092,7.12627,Boundiali,-6.48503,9.52319,7287
Agnibilékrou,-3.20092,7.12627,Sassandra,-6.07215,5.24013,79929
Agnibilékrou,-3.20092,7.12627,Gagnoa,-5.94911,6.12607,21717
Agnibilékrou,-3.20092,7.12627,Zuénoula,-6.04692,7.42862,4641
Agnibilékrou,-3.20092,7.12627,Sinfra,-5.60494,6.65109,4610
Agnibilékrou,-3.20092,7.12627,Touba,-7.6801,8.28373,27499
Agnibilékrou,-3.20092,7.12627,Tanda,-3.16623,7.79708,78865
Agnibilékrou,-3.20092,7.12627,Béoumi,-5.57956,7.67321,10435
Agnibilékrou,-3.20092,7.12627,Mbahiakro,-4.33814,7.4528,10532
Agnibilékrou,-3.20092,7.12627,Issia,-6.58969,6.48765,19547
Agnibilékrou,-3.20092,7.12627,Yamoussoukro,-5.28043,6.82171,38072
Agnibilékrou,-3.20092,7.12627,Man,-7.55206,7.40854,58119
Agnibilékrou,-3.20092,7.12627,Tabou,-7.35449,4.42302,4539
Agnibilékrou,-3.20092,7.12627,Toumodi,-5.01937,6.55231,10882
Agnibilékrou,-3.20092,7.12627,Bangolo,-7.48992,7.01069,1184
Agnibilékrou,-3.20092,7.12627,Vavoua,-6.52003,7.60752,11489
Agnibilékrou,-3.20092,7.12627,Katiola,-5.10431,8.14015,11682
Agnibilékrou,-3.20092,7.12627,Tiassalé,-4.76305,5.86529,27678
Agnibilékrou,-3.20092,7.12627,Dimbokro,-4.71218,6.66604,33477
Agnibilékrou,-3.20092,7.12627,Duékoué,-7.37356,6.74746,6416
Agnibilékrou,-3.20092,7.12627,Ferkessédougou,-5.18851,9.61638,30095
Agnibilékrou,-3.20092,7.12627,Bouaflé,-5.75333,6.98814,15170
Agnibilékrou,-3.20092,7.12627,Oumé,-5.42403,6.37948,17292
Agnibilékrou,-3.20092,7.12627,Bongouanou,-4.28993,6.70145,42015
Agnibilékrou,-3.20092,7.12627,Bouna,-3.00774,9.26474,10068
Agnibilékrou,-3.20092,7.12627,Daoukro,-3.95791,7.06798,43152
Agnibilékrou,-3.20092,7.12627,Daloa,-6.44747,6.88647,68384
Agnibilékrou,-3.20092,7.12627,Soubré,-6.61003,5.78716,199462
Agnibilékrou,-3.20092,7.12627,Odienné,-7.56496,9.50707,11840
Agnibilékrou,-3.20092,7.12627,Korhogo,-5.63851,9.46045,40624
Agnibilékrou,-3.20092,7.12627,Dabakala,-4.42611,8.36482,8423
Agnibilékrou,-3.20092,7.12627,Adzopé,-3.85683,6.10201,41582
Biankouma,-7.61199,7.7302,Mankono,-6.18272,8.05669,4857
Biankouma,-7.61199,7.7302,Aboisso,-3.21777,5.46663,7875
Biankouma,-7.61199,7.7302,Abengourou,-3.48846,6.73033,21622
Biankouma,-7.61199,7.7302,Bondoukou,-2.79431,8.03786,61285
Biankouma,-7.61199,7.7302,Agnibilékrou,-3.20092,7.12627,4800
Biankouma,-7.61199,7.7302,Lakota,-5.6824,5.85397,1960
Biankouma,-7.61199,7.7302,Bouaké,-5.03057,7.69053,5635
Biankouma,-7.61199,7.7302,Daloa,-6.44747,6.88647,23388
Biankouma,-7.61199,7.7302,Sakassou,-5.29125,7.45502,589
Biankouma,-7.61199,7.7302,Agboville,-4.23258,5.94306,4319
Biankouma,-7.61199,7.7302,Séguéla,-6.66878,7.9727,2938
Biankouma,-7.61199,7.7302,Divo,-5.3488,5.83568,13609
Biankouma,-7.61199,7.7302,Guiglo,-7.50574,6.54414,17023
Biankouma,-7.61199,7.7302,Danané,-8.15638,7.25993,24849
Biankouma,-7.61199,7.7302,San-Pédro,-6.64697,4.78201,22349
Biankouma,-7.61199,7.7302,Grand-Lahou,-5.01351,5.27612,578
Biankouma,-7.61199,7.7302,Boundiali,-6.48503,9.52319,3810
Biankouma,-7.61199,7.7302,Sassandra,-6.07215,5.24013,5701
Biankouma,-7.61199,7.7302,Gagnoa,-5.94911,6.12607,15160
Biankouma,-7.61199,7.7302,Zuénoula,-6.04692,7.42862,31358
Biankouma,-7.61199,7.7302,Sinfra,-5.60494,6.65109,3806
Biankouma,-7.61199,7.7302,Touba,-7.6801,8.28373,1928
Biankouma,-7.61199,7.7302,Tanda,-3.16623,7.79708,7960
Biankouma,-7.61199,7.7302,Béoumi,-5.57956,7.67321,400
Biankouma,-7.61199,7.7302,Mbahiakro,-4.33814,7.4528,476
Biankouma,-7.61199,7.7302,Issia,-6.58969,6.48765,7456
Biankouma,-7.61199,7.7302,Yamoussoukro,-5.28043,6.82171,18431
Biankouma,-7.61199,7.7302,Man,-7.55206,7.40854,115539
Biankouma,-7.61199,7.7302,Tabou,-7.35449,4.42302,3637
Biankouma,-7.61199,7.7302,Toumodi,-5.01937,6.55231,38765
Biankouma,-7.61199,7.7302,Tengréla,-6.40946,10.48666,165
Biankouma,-7.61199,7.7302,Bangolo,-7.48992,7.01069,2702
Biankouma,-7.61199,7.7302,Vavoua,-6.52003,7.60752,5776
Biankouma,-7.61199,7.7302,Katiola,-5.10431,8.14015,5411
Biankouma,-7.61199,7.7302,Tiassalé,-4.76305,5.86529,5781
Biankouma,-7.61199,7.7302,Dimbokro,-4.71218,6.66604,1594
Biankouma,-7.61199,7.7302,Duékoué,-7.37356,6.74746,17463
Biankouma,-7.61199,7.7302,Bouaflé,-5.75333,6.98814,8877
Biankouma,-7.61199,7.7302,Oumé,-5.42403,6.37948,1890
Biankouma,-7.61199,7.7302,Bongouanou,-4.28993,6.70145,2097
Biankouma,-7.61199,7.7302,Ferkessédougou,-5.18851,9.61638,21498
Biankouma,-7.61199,7.7302,Daoukro,-3.95791,7.06798,1888
Biankouma,-7.61199,7.7302,Abidjan,-4.01619,5.35806,219038
Biankouma,-7.61199,7.7302,Soubré,-6.61003,5.78716,90767
Biankouma,-7.61199,7.7302,Bouna,-3.00774,9.26474,20457
Biankouma,-7.61199,7.7302,Odienné,-7.56496,9.50707,3239
Biankouma,-7.61199,7.7302,Korhogo,-5.63851,9.46045,34700
Biankouma,-7.61199,7.7302,Dabakala,-4.42611,8.36482,2079
Biankouma,-7.61199,7.7302,Adzopé,-3.85683,6.10201,7244
Lakota,-5.6824,5.85397,Mankono,-6.18272,8.05669,26729
Lakota,-5.6824,5.85397,Aboisso,-3.21777,5.46663,19950
Lakota,-5.6824,5.85397,Abengourou,-3.48846,6.73033,188556
Lakota,-5.6824,5.85397,Bondoukou,-2.79431,8.03786,33208
Lakota,-5.6824,5.85397,Agnibilékrou,-3.20092,7.12627,11772
Lakota,-5.6824,5.85397,Biankouma,-7.61199,7.7302,3393
Lakota,-5.6824,5.85397,Bouaké,-5.03057,7.69053,52331
Lakota,-5.6824,5.85397,Daloa,-6.44747,6.88647,30779
Lakota,-5.6824,5.85397,Sakassou,-5.29125,7.45502,2531
Lakota,-5.6824,5.85397,Agboville,-4.23258,5.94306,14874
Lakota,-5.6824,5.85397,Séguéla,-6.66878,7.9727,12165
Lakota,-5.6824,5.85397,Divo,-5.3488,5.83568,66101
Lakota,-5.6824,5.85397,Guiglo,-7.50574,6.54414,16959
Lakota,-5.6824,5.85397,Danané,-8.15638,7.25993,9185
Lakota,-5.6824,5.85397,San-Pédro,-6.64697,4.78201,89391
Lakota,-5.6824,5.85397,Grand-Lahou,-5.01351,5.27612,3475
Lakota,-5.6824,5.85397,Boundiali,-6.48503,9.52319,5204
Lakota,-5.6824,5.85397,Sassandra,-6.07215,5.24013,16055
Lakota,-5.6824,5.85397,Gagnoa,-5.94911,6.12607,33681
Lakota,-5.6824,5.85397,Zuénoula,-6.04692,7.42862,2566
Lakota,-5.6824,5.85397,Sinfra,-5.60494,6.65109,6708
Lakota,-5.6824,5.85397,Touba,-7.6801,8.28373,3859
Lakota,-5.6824,5.85397,Bangolo,-7.48992,7.01069,1655
Lakota,-5.6824,5.85397,Béoumi,-5.57956,7.67321,7507
Lakota,-5.6824,5.85397,Mbahiakro,-4.33814,7.4528,9287
Lakota,-5.6824,5.85397,Issia,-6.58969,6.48765,10903
Lakota,-5.6824,5.85397,Yamoussoukro,-5.28043,6.82171,75024
Lakota,-5.6824,5.85397,Man,-7.55206,7.40854,15393
Lakota,-5.6824,5.85397,Tabou,-7.35449,4.42302,123131
Lakota,-5.6824,5.85397,Toumodi,-5.01937,6.55231,14837
Lakota,-5.6824,5.85397,Tengréla,-6.40946,10.48666,931
Lakota,-5.6824,5.85397,Tanda,-3.16623,7.79708,5682
Lakota,-5.6824,5.85397,Vavoua,-6.52003,7.60752,9001
Lakota,-5.6824,5.85397,Katiola,-5.10431,8.14015,12290
Lakota,-5.6824,5.85397,Tiassalé,-4.76305,5.86529,17239
Lakota,-5.6824,5.85397,Dimbokro,-4.71218,6.66604,39485
Lakota,-5.6824,5.85397,Duékoué,-7.37356,6.74746,5709
Lakota,-5.6824,5.85397,Ferkessédougou,-5.18851,9.61638,11921
Lakota,-5.6824,5.85397,Bouaflé,-5.75333,6.98814,30851
Lakota,-5.6824,5.85397,Oumé,-5.42403,6.37948,48604
Lakota,-5.6824,5.85397,Bongouanou,-4.28993,6.70145,40064
Lakota,-5.6824,5.85397,Bouna,-3.00774,9.26474,3080
Lakota,-5.6824,5.85397,Adzopé,-3.85683,6.10201,17689
Lakota,-5.6824,5.85397,Abidjan,-4.01619,5.35806,541424
Lakota,-5.6824,5.85397,Soubré,-6.61003,5.78716,61430
Lakota,-5.6824,5.85397,Odienné,-7.56496,9.50707,16765
Lakota,-5.6824,5.85397,Korhogo,-5.63851,9.46045,16934
Lakota,-5.6824,5.85397,Dabakala,-4.42611,8.36482,5618
Lakota,-5.6824,5.85397,Daoukro,-3.95791,7.06798,9208
Bouaké,-5.03057,7.69053,Mankono,-6.18272,8.05669,52567
Bouaké,-5.03057,7.69053,Aboisso,-3.21777,5.46663,169982
Bouaké,-5.03057,7.69053,Abengourou,-3.48846,6.73033,110746
Bouaké,-5.03057,7.69053,Bondoukou,-2.79431,8.03786,91295
Bouaké,-5.03057,7.69053,Agnibilékrou,-3.20092,7.12627,60796
Bouaké,-5.03057,7.69053,Biankouma,-7.61199,7.7302,7573
Bouaké,-5.03057,7.69053,Lakota,-5.6824,5.85397,48016
Bouaké,-5.03057,7.69053,Abidjan,-4.01619,5.35806,3396286
Bouaké,-5.03057,7.69053,Sakassou,-5.29125,7.45502,30466
Bouaké,-5.03057,7.69053,Agboville,-4.23258,5.94306,85675
Bouaké,-5.03057,7.69053,Séguéla,-6.66878,7.9727,47185
Bouaké,-5.03057,7.69053,Divo,-5.3488,5.83568,298441
Bouaké,-5.03057,7.69053,Guiglo,-7.50574,6.54414,24346
Bouaké,-5.03057,7.69053,Danané,-8.15638,7.25993,24122
Bouaké,-5.03057,7.69053,San-Pédro,-6.64697,4.78201,156891
Bouaké,-5.03057,7.69053,Grand-Lahou,-5.01351,5.27612,16518
Bouaké,-5.03057,7.69053,Boundiali,-6.48503,9.52319,34314
Bouaké,-5.03057,7.69053,Sassandra,-6.07215,5.24013,40214
Bouaké,-5.03057,7.69053,Gagnoa,-5.94911,6.12607,102338
Bouaké,-5.03057,7.69053,Zuénoula,-6.04692,7.42862,16781
Bouaké,-5.03057,7.69053,Sinfra,-5.60494,6.65109,22582
Bouaké,-5.03057,7.69053,Touba,-7.6801,8.28373,42336
Bouaké,-5.03057,7.69053,Bangolo,-7.48992,7.01069,4817
Bouaké,-5.03057,7.69053,Béoumi,-5.57956,7.67321,119367
Bouaké,-5.03057,7.69053,Mbahiakro,-4.33814,7.4528,43980
Bouaké,-5.03057,7.69053,Issia,-6.58969,6.48765,285346
Bouaké,-5.03057,7.69053,Yamoussoukro,-5.28043,6.82171,218412
Bouaké,-5.03057,7.69053,Man,-7.55206,7.40854,79630
Bouaké,-5.03057,7.69053,Tabou,-7.35449,4.42302,13250
Bouaké,-5.03057,7.69053,Toumodi,-5.01937,6.55231,80596
Bouaké,-5.03057,7.69053,Tengréla,-6.40946,10.48666,4859
