fromNode,fromLon,fromLat,toNode,toLon,toLat,weight
153,-6.859862,6.521636,150,-6.607035,6.419355,0.0797941901597
196,-2.886163,5.229328,194,-2.960406,5.454036,0.0774821276912
194,-2.960406,5.454036,196,-2.886163,5.229328,0.0766658146227
65,-4.559908,5.238031,68,-4.998122,5.365156,0.0730328091889
68,-4.998122,5.365156,65,-4.559908,5.238031,0.0717811291506
69,-4.754623,5.984212,182,-5.251963,5.855107,0.0695234875533
60,-4.002729,5.334637,67,-4.541333,5.657780,0.0694855578552
67,-4.541333,5.657780,60,-4.002729,5.334637,0.0668271807515
182,-5.251963,5.855107,69,-4.754623,5.984212,0.0667298828302
126,-6.583677,6.143608,150,-6.607035,6.419355,0.0641556107094
150,-6.607035,6.419355,126,-6.583677,6.143608,0.0638158925435
52,-5.190957,7.136901,56,-5.148486,6.919306,0.0618600394139
56,-5.148486,6.919306,52,-5.190957,7.136901,0.0618353026543
145,-6.593350,6.803121,144,-6.439960,6.914402,0.0617726361965
144,-6.439960,6.914402,145,-6.593350,6.803121,0.0616506015155
69,-4.754623,5.984212,250,-4.968035,6.544904,0.0610404281109
167,-3.493922,6.664720,169,-3.314225,6.673956,0.0594704684318
169,-3.314225,6.673956,167,-3.493922,6.664720,0.0593632758066
60,-4.002729,5.334637,255,-4.248280,5.807725,0.0593517319855
39,-4.938431,7.791673,50,-5.308574,7.450059,0.0560567956002
255,-4.248280,5.807725,60,-4.002729,5.334637,0.0556131830438
50,-5.308574,7.450059,39,-4.938431,7.791673,0.0548183085004
121,-7.030853,4.860817,122,-6.672368,5.087328,0.0539706622031
122,-6.672368,5.087328,121,-7.030853,4.860817,0.0538898554549
66,-4.535666,5.406788,65,-4.559908,5.238031,0.0537694698912
6,-3.291995,6.328551,16,-3.570096,6.069357,0.0536424878584
65,-4.559908,5.238031,66,-4.535666,5.406788,0.0536078563949
143,-5.465715,6.442563,186,-5.231252,6.136609,0.053363787033
16,-3.570096,6.069357,6,-3.291995,6.328551,0.0533522432118
144,-6.439960,6.914402,154,-6.511205,7.506542,0.0533060679271
186,-5.231252,6.136609,143,-5.465715,6.442563,0.0532763838156
117,-6.516798,5.909302,138,-6.020944,6.013225,0.0529564550574
250,-4.968035,6.544904,69,-4.754623,5.984212,0.0526843507013
192,-3.526649,5.353724,59,-3.636521,5.654811,0.0526299298301
154,-6.511205,7.506542,144,-6.439960,6.914402,0.0526117895396
212,-2.814230,8.038299,216,-3.085807,8.390748,0.0525227372049
216,-3.085807,8.390748,212,-2.814230,8.038299,0.0523693692951
59,-3.636521,5.654811,192,-3.526649,5.353724,0.0521516858102
138,-6.020944,6.013225,117,-6.516798,5.909302,0.0521170543467
69,-4.754623,5.984212,67,-4.541333,5.657780,0.0515613018132
44,-5.102958,7.457994,39,-4.938431,7.791673,0.0515118282939
67,-4.541333,5.657780,69,-4.754623,5.984212,0.0508043569679
58,-5.337015,6.823865,52,-5.190957,7.136901,0.0505520420195
116,-6.190251,5.218782,115,-5.871374,5.312645,0.0499352721456
115,-5.871374,5.312645,116,-6.190251,5.218782,0.0496977992529
253,-5.150988,8.095430,46,-5.232071,8.319269,0.049293765512
46,-5.232071,8.319269,253,-5.150988,8.095430,0.0490925732002
150,-6.607035,6.419355,151,-6.286847,6.492885,0.0483389265895
151,-6.286847,6.492885,150,-6.607035,6.419355,0.0478590334523
96,-5.573247,9.075830,89,-5.698190,9.562844,0.0467524757374
52,-5.190957,7.136901,58,-5.337015,6.823865,0.0462231090809
39,-4.938431,7.791673,44,-5.102958,7.457994,0.0460499517633
22,-5.723872,7.052564,26,-6.037546,6.896568,0.0457646544687
3,-3.397551,6.426104,6,-3.291995,6.328551,0.0456591109609
26,-6.037546,6.896568,22,-5.723872,7.052564,0.045462866001
250,-4.968035,6.544904,55,-5.026409,6.699474,0.0451264460697
6,-3.291995,6.328551,3,-3.397551,6.426104,0.0449813237465
55,-5.026409,6.699474,250,-4.968035,6.544904,0.0449351484618
58,-5.337015,6.823865,60,-4.002729,5.334637,0.0447834296693
235,-3.325625,6.095182,6,-3.291995,6.328551,0.0444898867881
148,-6.234244,7.109681,144,-6.439960,6.914402,0.0443282732917
144,-6.439960,6.914402,148,-6.234244,7.109681,0.0441468703876
183,-5.283333,5.542426,182,-5.251963,5.855107,0.0441353265665
182,-5.251963,5.855107,183,-5.283333,5.542426,0.0441105898068
6,-3.291995,6.328551,235,-3.325625,6.095182,0.044074309226
60,-4.002729,5.334637,10,-3.787625,6.209023,0.0440545198183
60,-4.002729,5.334637,58,-5.337015,6.823865,0.0438368363334
197,-3.322690,5.270399,190,-3.281498,5.460473,0.0435878196195
235,-3.325625,6.095182,193,-3.162765,5.995201,0.043249750571
193,-3.162765,5.995201,235,-3.325625,6.095182,0.0432184173421
89,-5.698190,9.562844,96,-5.573247,9.075830,0.043154101767
190,-3.281498,5.460473,197,-3.322690,5.270399,0.0427401733222
146,-6.868204,6.847144,145,-6.593350,6.803121,0.0425818580605
145,-6.593350,6.803121,146,-6.868204,6.847144,0.0424845601392
194,-2.960406,5.454036,195,-3.182704,5.197232,0.0422965607659
142,-5.620666,6.279958,186,-5.231252,6.136609,0.0422949116485
60,-4.002729,5.334637,190,-3.281498,5.460473,0.0422355434254
24,-5.844579,6.635363,25,-5.636775,6.651568,0.0420508422867
186,-5.231252,6.136609,142,-5.620666,6.279958,0.042026105527
195,-3.182704,5.197232,194,-2.960406,5.454036,0.041887579673
11,-3.953336,5.947493,10,-3.787625,6.209023,0.041791930869
25,-5.636775,6.651568,24,-5.844579,6.635363,0.0413763533069
60,-4.002729,5.334637,250,-4.968035,6.544904,0.0413136868491
190,-3.281498,5.460473,60,-4.002729,5.334637,0.0409080039909
139,-5.900705,6.291553,141,-5.954574,6.447110,0.0402153747207
60,-4.002729,5.334637,59,-3.636521,5.654811,0.0402054800168
141,-5.954574,6.447110,139,-5.900705,6.291553,0.0400933400397
7,-3.366372,7.182663,168,-3.247010,7.140284,0.0396761133603
168,-3.247010,7.140284,7,-3.366372,7.182663,0.0396233416064
59,-3.636521,5.654811,60,-4.002729,5.334637,0.0395590260313
39,-4.938431,7.791673,40,-4.701989,7.714015,0.0391665361115
40,-4.701989,7.714015,39,-4.938431,7.791673,0.0389818349728
118,-6.375626,5.687274,123,-6.774255,5.633484,0.0389570982132
27,-5.500270,6.723468,58,-5.337015,6.823865,0.038477205076
10,-3.787625,6.209023,60,-4.002729,5.334637,0.0384310297913
58,-5.337015,6.823865,27,-5.500270,6.723468,0.0381836621948
53,-5.229103,6.527132,143,-5.465715,6.442563,0.038125943089
123,-6.774255,5.633484,118,-6.375626,5.687274,0.0380006101734
39,-4.938431,7.791673,41,-5.166847,7.838461,0.0379181543079
165,-7.391132,6.723418,237,-7.618685,6.482504,0.0378505404982
168,-3.247010,7.140284,9,-3.149608,7.015214,0.0378406457943
150,-6.607035,6.419355,124,-6.953711,6.186966,0.037838996677
166,-7.106862,6.700423,146,-6.868204,6.847144,0.037791172275
10,-3.787625,6.209023,11,-3.953336,5.947493,0.0377433478731
9,-3.149608,7.015214,168,-3.247010,7.140284,0.0377433478731
124,-6.953711,6.186966,150,-6.607035,6.419355,0.0377186111134
63,-4.242893,5.414191,64,-4.066367,5.517012,0.0375504011478
146,-6.868204,6.847144,166,-7.106862,6.700423,0.0374992785112
143,-5.465715,6.442563,53,-5.229103,6.527132,0.0374382611707
237,-7.618685,6.482504,165,-7.391132,6.723418,0.0370804027144
41,-5.166847,7.838461,39,-4.938431,7.791673,0.0369946486143
250,-4.968035,6.544904,54,-5.112736,6.417422,0.0365312466502
54,-5.112736,6.417422,250,-4.968035,6.544904,0.0363069666961
58,-5.337015,6.823865,39,-4.938431,7.791673,0.036221212596
23,-6.055082,6.602947,24,-5.844579,6.635363,0.0358584067878
190,-3.281498,5.460473,195,-3.182704,5.197232,0.0357990385646
13,-3.839996,6.472760,4,-3.662953,6.660800,0.0356737056491
44,-5.102958,7.457994,50,-5.308574,7.450059,0.0356654600625
24,-5.844579,6.635363,23,-6.055082,6.602947,0.035604442722
50,-5.308574,7.450059,44,-5.102958,7.457994,0.0355994953701
140,-6.246480,6.173249,151,-6.286847,6.492885,0.0354197415833
151,-6.286847,6.492885,140,-6.246480,6.173249,0.0353422330697
195,-3.182704,5.197232,190,-3.281498,5.460473,0.0353059524889
141,-5.954574,6.447110,24,-5.844579,6.635363,0.0350965145906
182,-5.251963,5.855107,187,-5.657858,5.837364,0.0350091113731
63,-4.242893,5.414191,65,-4.559908,5.238031,0.0349662343231
64,-4.066367,5.517012,63,-4.242893,5.414191,0.0348722346364
24,-5.844579,6.635363,141,-5.954574,6.447110,0.0347501999555
153,-6.859862,6.521636,146,-6.868204,6.847144,0.0342950435779
60,-4.002729,5.334637,11,-3.953336,5.947493,0.0341960965393
65,-4.559908,5.238031,63,-4.242893,5.414191,0.0340740618584
146,-6.868204,6.847144,153,-6.859862,6.521636,0.0340410795122
4,-3.662953,6.660800,13,-3.839996,6.472760,0.0336716772348
250,-4.968035,6.544904,60,-4.002729,5.334637,0.033327011717
60,-4.002729,5.334637,21,-4.038918,5.654023,0.0333171170131
195,-3.182704,5.197232,197,-3.322690,5.270399,0.0331653982206
39,-4.938431,7.791673,58,-5.337015,6.823865,0.0330746967686
197,-3.322690,5.270399,195,-3.182704,5.197232,0.0330582055955
187,-5.657858,5.837364,182,-5.251963,5.855107,0.0327828030047
21,-4.038918,5.654023,60,-4.002729,5.334637,0.0326327333295
68,-4.998122,5.365156,66,-4.535666,5.406788,0.0323045589848
250,-4.968035,6.544904,173,-4.740074,6.765964,0.0322913660463
75,-7.590199,7.451152,248,-7.555423,7.785384,0.0322451907616
248,-7.555423,7.785384,75,-7.590199,7.451152,0.0317422099821
22,-5.723872,7.052564,28,-6.111412,7.448124,0.0317372626302
60,-4.002729,5.334637,182,-5.251963,5.855107,0.0315772982511
167,-3.493922,6.664720,5,-3.440788,6.937723,0.0313084921296
28,-6.111412,7.448124,22,-5.723872,7.052564,0.0311897556833
66,-4.535666,5.406788,68,-4.998122,5.365156,0.0300254788624
233,-3.925581,6.769287,174,-3.911093,7.093113,0.0300040403374
173,-4.740074,6.765964,250,-4.968035,6.544904,0.0299974438682
10,-3.787625,6.209023,13,-3.839996,6.472760,0.0298094444948
138,-6.020944,6.013225,139,-5.900705,6.291553,0.0298077953775
200,-6.617047,8.052000,201,-6.447620,8.211287,0.0297913042044
201,-6.447620,8.211287,200,-6.617047,8.052000,0.0297830586179
29,-5.539035,7.657708,30,-5.606104,7.493205,0.0296626730542
182,-5.251963,5.855107,60,-4.002729,5.334637,0.0296478309985
30,-5.606104,7.493205,29,-5.539035,7.657708,0.0295884627753
139,-5.900705,6.291553,138,-6.020944,6.013225,0.0295406383733
5,-3.440788,6.937723,167,-3.493922,6.664720,0.0291052714035
174,-3.911093,7.093113,233,-3.925581,6.769287,0.0289238684994
184,-5.252395,5.302369,68,-4.998122,5.365156,0.0289205702648
39,-4.938431,7.791673,253,-5.150988,8.095430,0.028762255003
155,-6.832057,7.529964,156,-6.903879,7.207536,0.028597343272
156,-6.903879,7.207536,155,-6.832057,7.529964,0.0283664668486
117,-6.516798,5.909302,124,-6.953711,6.186966,0.0282032042349
68,-4.998122,5.365156,184,-5.252395,5.302369,0.0281421868945
192,-3.526649,5.353724,231,-3.375685,5.163316,0.0279096613538
23,-6.055082,6.602947,141,-5.954574,6.447110,0.0279080122365
141,-5.954574,6.447110,23,-6.055082,6.602947,0.0278964684153
21,-4.038918,5.654023,64,-4.066367,5.517012,0.0278585387172
156,-6.903879,7.207536,154,-6.511205,7.506542,0.0277793810863
253,-5.150988,8.095430,39,-4.938431,7.791673,0.0277711354997
124,-6.953711,6.186966,117,-6.516798,5.909302,0.0276227149418
154,-6.511205,7.506542,156,-6.903879,7.207536,0.0275320134898
231,-3.375685,5.163316,192,-3.526649,5.353724,0.0269564715486
187,-5.657858,5.837364,138,-6.020944,6.013225,0.0268492789235
109,-5.499455,10.016412,92,-5.935291,10.036309,0.0268228930465
92,-5.935291,10.036309,109,-5.499455,10.016412,0.0264864731153
58,-5.337015,6.823865,69,-4.754623,5.984212,0.026432052244
39,-4.938431,7.791673,52,-5.190957,7.136901,0.02629352639
11,-3.953336,5.947493,60,-4.002729,5.334637,0.0262275616976
192,-3.526649,5.353724,197,-3.322690,5.270399,0.0261599478879
166,-7.106862,6.700423,165,-7.391132,6.723418,0.0260527552627
13,-3.839996,6.472760,10,-3.787625,6.209023,0.0260164746819
52,-5.190957,7.136901,39,-4.938431,7.791673,0.0259587555761
4,-3.662953,6.660800,167,-3.493922,6.664720,0.0258235279567
165,-7.391132,6.723418,166,-7.106862,6.700423,0.0256569671084
197,-3.322690,5.270399,192,-3.526649,5.353724,0.0256272829968
28,-6.111412,7.448124,148,-6.234244,7.109681,0.025564616539
148,-6.234244,7.109681,28,-6.111412,7.448124,0.0255613183044
40,-4.701989,7.714015,249,-4.804022,7.449470,0.0253287927637
254,-5.861952,7.500366,28,-6.111412,7.448124,0.0252248983731
249,-4.804022,7.449470,40,-4.701989,7.714015,0.0252216001385
124,-6.953711,6.186966,126,-6.583677,6.143608,0.025069881346
126,-6.583677,6.143608,124,-6.953711,6.186966,0.0250385481171
28,-6.111412,7.448124,254,-5.861952,7.500366,0.0247730402302
69,-4.754623,5.984212,58,-5.337015,6.823865,0.0247153211244
64,-4.066367,5.517012,21,-4.038918,5.654023,0.0245042341087
84,-8.184913,7.423305,79,-8.177766,6.958076,0.0243129365007
144,-6.439960,6.914402,146,-6.868204,6.847144,0.0242535682776
146,-6.868204,6.847144,144,-6.439960,6.914402,0.0242469718083
54,-5.112736,6.417422,143,-5.465715,6.442563,0.0241892527025
143,-5.465715,6.442563,54,-5.112736,6.417422,0.0241595685909
79,-8.177766,6.958076,84,-8.184913,7.423305,0.0239319904021
138,-6.020944,6.013225,187,-5.657858,5.837364,0.0238066574866
167,-3.493922,6.664720,2,-3.632290,6.907771,0.0235378513651
5,-3.440788,6.937723,8,-3.498494,7.166416,0.0234553954996
2,-3.632290,6.907771,167,-3.493922,6.664720,0.0232706943608
8,-3.498494,7.166416,5,-3.440788,6.937723,0.0231717473222
94,-5.395215,9.534156,106,-5.183377,9.715982,0.0231222738029
190,-3.281498,5.460473,191,-3.176211,5.703017,0.0229853970662
167,-3.493922,6.664720,4,-3.662953,6.660800,0.0229656076585
106,-5.183377,9.715982,94,-5.395215,9.534156,0.0229375726642
24,-5.844579,6.635363,143,-5.465715,6.442563,0.0227825556371
143,-5.465715,6.442563,24,-5.844579,6.635363,0.0227050471235
191,-3.176211,5.703017,190,-3.281498,5.460473,0.0225978544984
172,-4.215866,6.706639,171,-4.330981,6.436791,0.022510451281
255,-4.248280,5.807725,17,-4.344698,6.077307,0.0223620307231
115,-5.871374,5.312645,125,-6.096103,5.585409,0.0223059607345
125,-6.096103,5.585409,115,-5.871374,5.312645,0.0222037154613
13,-3.839996,6.472760,12,-4.023325,6.321925,0.0220388037303
171,-4.330981,6.436791,172,-4.215866,6.706639,0.021872242882
121,-7.030853,4.860817,119,-7.421456,4.591678,0.0216496120452
67,-4.541333,5.657780,63,-4.242893,5.414191,0.0216133314643
138,-6.020944,6.013225,182,-5.251963,5.855107,0.0215984894085
17,-4.344698,6.077307,255,-4.248280,5.807725,0.0215951911739
71,-7.136376,7.570488,155,-6.832057,7.529964,0.0215308755988
155,-6.832057,7.529964,71,-7.136376,7.570488,0.0214896476661
182,-5.251963,5.855107,138,-6.020944,6.013225,0.0214583144372
12,-4.023325,6.321925,13,-3.839996,6.472760,0.0213939988621
104,-6.543058,10.023793,103,-6.373818,10.043771,0.0211862100811
119,-7.421456,4.591678,121,-7.030853,4.860817,0.0211664206733
236,-7.464631,6.892702,165,-7.391132,6.723418,0.021143333031
103,-6.373818,10.043771,104,-6.543058,10.023793,0.0210295439366
10,-3.787625,6.209023,16,-3.570096,6.069357,0.0210097545289
89,-5.698190,9.562844,94,-5.395215,9.534156,0.0209635792442
165,-7.391132,6.723418,236,-7.464631,6.892702,0.0207821763401
63,-4.242893,5.414191,67,-4.541333,5.657780,0.0207425975247
154,-6.511205,7.506542,155,-6.832057,7.529964,0.020717860765
52,-5.190957,7.136901,44,-5.102958,7.457994,0.0207129134131
187,-5.657858,5.837364,188,-5.876765,5.667795,0.0207112642958
16,-3.570096,6.069357,10,-3.787625,6.209023,0.0207063169439
52,-5.190957,7.136901,57,-4.884319,7.225912,0.0206914748881
188,-5.876765,5.667795,187,-5.657858,5.837364,0.0206436504861
58,-5.337015,6.823865,143,-5.465715,6.442563,0.0206040716706
10,-3.787625,6.209023,233,-3.925581,6.769287,0.0205859313802
155,-6.832057,7.529964,154,-6.511205,7.506542,0.0205133702186
187,-5.657858,5.837364,189,-5.646757,6.101505,0.0204952299282
57,-4.884319,7.225912,52,-5.190957,7.136901,0.0203979320069
189,-5.646757,6.101505,187,-5.657858,5.837364,0.0203517567222
143,-5.465715,6.442563,58,-5.337015,6.823865,0.0203253708453
94,-5.395215,9.534156,89,-5.698190,9.562844,0.0202181782201
249,-4.804022,7.449470,181,-4.645248,7.294736,0.0200878979526
181,-4.645248,7.294736,249,-4.804022,7.449470,0.0200120385564
50,-5.308574,7.450059,42,-5.277931,7.695516,0.019733337731
18,-4.513142,5.846961,67,-4.541333,5.657780,0.019685513329
233,-3.925581,6.769287,10,-3.787625,6.209023,0.0195766715865
22,-5.723872,7.052564,24,-5.844579,6.635363,0.0195123560114
60,-4.002729,5.334637,13,-3.839996,6.472760,0.0194760754306
24,-5.844579,6.635363,22,-5.723872,7.052564,0.0194546369056
198,-3.768528,5.238152,61,-3.844322,5.357087,0.0194216545594
67,-4.541333,5.657780,18,-4.513142,5.846961,0.0193540407497
42,-5.277931,7.695516,50,-5.308574,7.450059,0.0193490933978
61,-3.844322,5.357087,198,-3.768528,5.238152,0.0193243566381
255,-4.248280,5.807725,19,-4.105984,6.101675,0.0191132696224
60,-4.002729,5.334637,65,-4.559908,5.238031,0.0190588487512
29,-5.539035,7.657708,31,-5.476948,7.914011,0.0190571996339
19,-4.105984,6.101675,255,-4.248280,5.807725,0.0190143225838
31,-5.476948,7.914011,29,-5.539035,7.657708,0.0189533052434
190,-3.281498,5.460473,196,-2.886163,5.229328,0.0189170246625
168,-3.247010,7.140284,225,-3.164144,7.277776,0.0189071299587
86,-7.199843,7.074423,73,-7.183199,7.316389,0.0187455164623
65,-4.559908,5.238031,60,-4.002729,5.334637,0.0187207797027
138,-6.020944,6.013225,142,-5.620666,6.279958,0.0186713061834
73,-7.183199,7.316389,86,-7.199843,7.074423,0.0186548150103
142,-5.620666,6.279958,138,-6.020944,6.013225,0.0186317273679
190,-3.281498,5.460473,198,-3.768528,5.238152,0.018275518029
70,-5.072439,6.204175,186,-5.231252,6.136609,0.0182194480404
41,-5.166847,7.838461,42,-5.277931,7.695516,0.0181221501191
44,-5.102958,7.457994,52,-5.190957,7.136901,0.018084220421
186,-5.231252,6.136609,70,-5.072439,6.204175,0.0180512380748
225,-3.164144,7.277776,168,-3.247010,7.140284,0.0180347469017
158,-7.185864,6.487173,124,-6.953711,6.186966,0.0179852733824
25,-5.636775,6.651568,27,-5.500270,6.723468,0.0179819751478
124,-6.953711,6.186966,158,-7.185864,6.487173,0.0179473436843
42,-5.277931,7.695516,41,-5.166847,7.838461,0.0179440454497
27,-5.500270,6.723468,25,-5.636775,6.651568,0.0177412040205
198,-3.768528,5.238152,190,-3.281498,5.460473,0.0177280110821
150,-6.607035,6.419355,144,-6.439960,6.914402,0.0175795905242
18,-4.513142,5.846961,255,-4.248280,5.807725,0.0175548537645
193,-3.162765,5.995201,191,-3.176211,5.703017,0.0175515555299
191,-3.176211,5.703017,193,-3.162765,5.995201,0.0175482572953
189,-5.646757,6.101505,138,-6.020944,6.013225,0.0175070293625
196,-2.886163,5.229328,190,-3.281498,5.460473,0.0174130296759
138,-6.020944,6.013225,189,-5.646757,6.101505,0.0173981876201
255,-4.248280,5.807725,18,-4.513142,5.846961,0.0172547144141
31,-5.476948,7.914011,43,-5.300993,7.934304,0.0171310306159
255,-4.248280,5.807725,64,-4.066367,5.517012,0.0170898026831
63,-4.242893,5.414191,69,-4.754623,5.984212,0.0170898026831
16,-3.570096,6.069357,235,-3.325625,6.095182,0.0169479785945
43,-5.300993,7.934304,31,-5.476948,7.914011,0.0168803647847
144,-6.439960,6.914402,26,-6.037546,6.896568,0.0168473824385
26,-6.037546,6.896568,144,-6.439960,6.914402,0.0168358386174
235,-3.325625,6.095182,16,-3.570096,6.069357,0.0167616283384
144,-6.439960,6.914402,150,-6.607035,6.419355,0.0167121548191
204,-6.934305,8.319946,200,-6.617047,8.052000,0.0166890671768
200,-6.617047,8.052000,204,-6.934305,8.319946,0.016647839244
69,-4.754623,5.984212,63,-4.242893,5.414191,0.0166000148421
124,-6.953711,6.186966,123,-6.774255,5.633484,0.0165043660381
13,-3.839996,6.472760,60,-4.002729,5.334637,0.0163938751783
13,-3.839996,6.472760,167,-3.493922,6.664720,0.016370787536
29,-5.539035,7.657708,207,-5.839227,7.852054,0.0163196648994
174,-3.911093,7.093113,232,-4.202967,7.299683,0.016248752855
207,-5.839227,7.852054,29,-5.539035,7.657708,0.016248752855
69,-4.754623,5.984212,251,-4.856789,6.347227,0.0162075249223
123,-6.774255,5.633484,124,-6.953711,6.186966,0.016136612878
251,-4.856789,6.347227,69,-4.754623,5.984212,0.0161300164087
125,-6.096103,5.585409,118,-6.375626,5.687274,0.0161151743529
118,-6.375626,5.687274,125,-6.096103,5.585409,0.016083841124
25,-5.636775,6.651568,143,-5.465715,6.442563,0.0160574552471
143,-5.465715,6.442563,25,-5.636775,6.651568,0.0160343676047
237,-7.618685,6.482504,160,-8.017432,6.587344,0.0159766484989
106,-5.183377,9.715982,108,-5.178596,10.085256,0.0159370696835
232,-4.202967,7.299683,174,-3.911093,7.093113,0.0157952455948
160,-8.017432,6.587344,237,-7.618685,6.482504,0.0157094914947
208,-6.159417,8.434637,229,-6.110841,8.059679,0.0157028950254
229,-6.110841,8.059679,208,-6.159417,8.434637,0.0156962985562
108,-5.178596,10.085256,106,-5.183377,9.715982,0.0156022988695
26,-6.037546,6.896568,148,-6.234244,7.109681,0.0154687203674
5,-3.440788,6.937723,168,-3.247010,7.140284,0.0153384400999
255,-4.248280,5.807725,21,-4.038918,5.654023,0.0153252471615
148,-6.234244,7.109681,26,-6.037546,6.896568,0.0153235980441
21,-4.038918,5.654023,255,-4.248280,5.807725,0.0152576333517
22,-5.723872,7.052564,254,-5.861952,7.500366,0.0152279492402
149,-6.248125,6.716154,23,-6.055082,6.602947,0.0152213527709
147,-6.689813,6.998953,156,-6.903879,7.207536,0.015030055163
172,-4.215866,6.706639,174,-3.911093,7.093113,0.0150185113418
60,-4.002729,5.334637,138,-6.020944,6.013225,0.0149377045936
151,-6.286847,6.492885,149,-6.248125,6.716154,0.0149377045936
75,-7.590199,7.451152,77,-7.622609,7.142829,0.0149327572417
13,-3.839996,6.472760,233,-3.925581,6.769287,0.0148684416666
23,-6.055082,6.602947,149,-6.248125,6.716154,0.0148519504935
149,-6.248125,6.716154,151,-6.286847,6.492885,0.0148503013762
167,-3.493922,6.664720,13,-3.839996,6.472760,0.0147628981588
138,-6.020944,6.013225,60,-4.002729,5.334637,0.0147150737568
156,-6.903879,7.207536,147,-6.689813,6.998953,0.0146985825837
22,-5.723872,7.052564,144,-6.439960,6.914402,0.0146952843491
254,-5.861952,7.500366,22,-5.723872,7.052564,0.0146408634778
47,-5.598895,8.725664,91,-5.836502,8.866821,0.01457819702
116,-6.190251,5.218782,185,-5.640117,5.324263,0.0145204779142
91,-5.836502,8.866821,47,-5.598895,8.725664,0.0144907938026
24,-5.844579,6.635363,26,-6.037546,6.896568,0.0144149344064
185,-5.640117,5.324263,116,-6.190251,5.218782,0.0144149344064
69,-4.754623,5.984212,64,-4.066367,5.517012,0.0144033905852
